text,label
"Explore advancements in reinforcement learning algorithms, retrieve 8 papers published after 2021 from ACM Digital Library",Computer_Science
"Examine the role of artificial intelligence in supply chain optimization, find 10 papers published in the last 5 years from ScienceDirect",Computer_Science
"Investigate the effectiveness of code optimization techniques, please find 12 papers from Google Scholar, no year restriction",Computer_Science
"Research on ethical implications of AI in decision-making, find 10 papers published after 2020 from SpringerLink",Computer_Science
"Detailed study on privacy-preserving data mining methodologies, retrieve 10 papers from arXiv, no year restriction",Computer_Science
"I need 10 papers on hypertension management from PubMed, no year restriction",Medicine
"Research on the effects of diabetes on cardiovascular health, retrieve 10 papers, no year restriction from Google Scholar",Medicine
Find 10 recent studies on mental health interventions published after 2021 from PubMed,Medicine
Retrieve 10 papers about advances in gene therapy for rare diseases published after 2020 from Google Scholar. I'm particularly interested in the safety and efficacy evaluations conducted in clinical trials.,Medicine
"I want 10 papers discussing the impact of nutrition on immune response, with no year restrictions, from PubMed",Medicine
"Search for 10 articles on the efficacy of telemedicine in primary care, no year restrictions from Google Scholar",Medicine
"Retrieve 10 papers focusing on the role of microbiomes in gastrointestinal diseases, published after 2019 from PubMed. I'm interested in both observational and interventional studies.",Medicine
"Find 10 studies related to the psychological impact of chronic illnesses, no year restrictions from Google Scholar",Medicine
"Retrieve 10 articles on antibiotic resistance in hospital settings, published after 2018 from PubMed, specifically looking for recent trends and solutions.",Medicine
"I need 10 papers exploring the association between sleep disorders and mental health, no year restrictions from Google Scholar. I'm looking for meta-analyses and systematic reviews.",Medicine
Please retrieve 10 papers on the relationship between trauma and narrative structure in contemporary literature from Google Scholar,Literature
"Find 5 papers examining the role of myth in modern poetry, with no year restriction from JSTOR",Literature
"Research on the evolution of dystopian literature in the 21st century, retrieve 10 papers, published between 2010 and 2020 from JSTOR",Literature
"Comprehensive analysis of the use of magic realism in South American literature, please find 8 papers published after 2015 from Google Scholar",Literature
"Please gather 10 papers discussing the portrayal of race in 19th-century American novels, with no year restriction from JSTOR",Literature
Explore the themes of alienation and identity in post-war literature; retrieve 6 papers published after 2018 from Google Scholar,Literature
"Look for 12 papers on the impact of digital technology on reading habits and literature consumption, with no year restriction from JSTOR",Literature
"Detailed study on the symbolism of landscape in Romantic poetry, retrieve 7 papers published between 2000 and 2015 from Google Scholar",Literature
"Please find 10 papers that analyze the intersection of gender and class in Victorian literature, with no year restriction from JSTOR",Literature
"Retrieve 6 papers focusing on the influence of political events on British literature during the 20th century, published after 2010 from Google Scholar",Literature
